NRMSE_pct,Pearson,Resil_ReNoN,Resil_sinReNoN,ENS_ReNoN_MWh,ENS_sinReNoN_MWh,CO2_med_kt,CO2_P5,CO2_P95,Costo_med,Costo_P5,Costo_P95,FR_med_pct
3.13905687854788,0.993927102181061,0.993223413610919,0.942841039951944,10999.1439413021,92775.2695836227,422.576397874554,401.180522277015,445.462517595524,91.7255065814015,75.9670051802609,107.80594396061,55.9478612620219
